Código,Descrição,Cadastro,Pis Compra,Cofins Compra,Pis Venda,Cofins Venda,Carga Trib Nacional,Carga Trib Estadual,ICMS: Tributação,ICMS: Al. ICMS Int,ICMS: Cálculo ICMS,ICMS: Descreição Cálculo ICMS,ICMS: Pauta Fiscal,CSOSN: Origem Merc,CSOSN: Trib/Isento,CSOSN: Subst. Trib,CST ICMS Não Trib/Isento: Pessoa Física,CST ICMS Não Trib/Isento: Pessoa Jurídica,IPI: CST IPI Entr,IPI: CST IPI Saída,IPI: Tipo Item,IPI: Gên. Item,IPI: Combustível,IPI: Código ANP,IPI: Cód. WFiscal,IPI: Clas. IPI(NCM),IPI: Cód. Selo,IPI: Classe Enq,IPI: Cód. Reduz,PIS/COFINS: CST PIS Entr,PIS/COFINS: CST PIS Saída,PIS/COFINS: CST Cofins Entr,PIS/COFINS: CST Cofins Saída
002094,"ETIQUETA ADESIVA A4 16,93X44,45 C/100 FLS POLIFIX",05/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005757,48219000,,,,99,99,99,99
002095,TINTA GUACHE VIOLETA 250GRS PIRATININGA,07/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","6,02 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,32,,,000005761,32131000,,,,99,99,99,99
002096,COLA BRANCA 250 GRS. NEW MAGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,,35069190,,,,99,99,99,99
002097,"ETIQUETA ADESIVA A4 33,9x101,6 C/10 FLS POLIFIX",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,48,,,,48219000,,,,,99,,99
002098,"ETIQUETA ADESIVA CARTA 50,8X101,6 C/10 FLS POLIFIX",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,48,,,,48219000,,,,,99,,99
002099,TONER P/ IMPRESSORA HP CB435A PRETO ECOLOGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
002100,TONER P/ IMPRESSORA HP CE505A ECOLOGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,000003523,84439933,,,,,99,,99
002101,ENVELOPE BRANCO 260X360 MM FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000003786,48171000,,,,,99,,99
002102,ENVELOPE KRAFT 200X280 MM IPECOL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005876,48171000,,,,,99,,99
002103,SABONETE LIQUIDO DAKEL 500 ML,12/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,000005775,34013000,,,,99,99,99,99
002104,DESINFETANTE LIQUIDO 1L EUCALIPTO PLUS,18/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","0,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,38,,,000005774,38089419,,,,99,99,99,99
002105,GLITTER 250GR AZUL ROYAL BRW,18/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000005779,39202090,,,,99,99,99,99
002106,GLITTER 250GR PRATA BRW,18/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000005781,39202090,,,,99,99,99,99
002107,COMPASSO ESCOLAR COMPACTOR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,90,,,,90172000,,,,,99,,99
002108,GLITTER 250GR ROSA BRW,18/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000005783,39202090,,,,99,99,99,99
002109,TESOURA DE ACO INOX 17 CM BRW,18/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","10,09 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,82,,,000005785,82130000,,,,99,99,99,99
002110,"ETIQUETA ADESIVA 35,0 x 74,25 C/ 25 FLS POLIFIX",21/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005789,48219000,,,,99,99,99,99
002111,BALDE PLASTICO 21L ALCA METAL ARQUPLAST,22/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","6,92 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000005792,39249000,,,,99,99,99,99
002112,LIXEIRA PLASTICA 30 L ARQPLAST,22/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","6,92 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000005794,39249000,,,,99,99,99,99
002113,ORGANIZADOR DE MESA ARAMADO ACC,22/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,39 %","5,60 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,,03,53,00,73,,,,73269090,,,,99,99,99,99
002114,MANGUEIRA PARA JARDIM C/ 25 M PLASMANG,26/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","6,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000005805,39173900,,,,,99,,99
002115,VASSOURA DE PIACAVA DISTAK,26/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000005811,96031000,,,,99,99,99,99
002116,VASSOURA PELO SINTETICO 60CM DISTAK,26/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000005813,96039000,,,,99,99,99,99
002117,LAPIS PRETO REDONDO N°2 FABER CASTEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004875,96091000,,,,99,99,99,99
002118,"PAPEL ALUMINIO 30X7,5 MT MELLO",27/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","6,58 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,76,,,000005817,76072000,,,,99,99,99,99
002119,Microcomputador Dell Vostro 3470,29/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","7,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,84,,,000005819,84715010,,,,99,99,99,99
002120,Microcomputador Portatil Dell Vostro 14 3480,29/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,84,,,000005821,84713012,,,,99,99,99,99
002121,SODA CAUSTICA INDAIA 1KG INDAIA,29/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,28,,,000005823,28151100,,,,99,99,99,99
002122,TINTA P/ PINTURA A DEDO ACRILEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,,32081010,,,,,99,,99
002123,LIMPA CERAMICA 1 LT Q-OTIMO,29/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,02 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,000005829,34029039,,,,99,99,99,99
002124,GUILHOTINA JLS 299 MENNO,29/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","8,80 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,84,,,000005831,84411090,,,,99,99,99,99
002125,LAPIS PRETO N.2 SEXTAVADO SERELEPE,29/11/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000005833,96091000,,,,99,99,99,99
002126,TINTA PINTURA FACIAL 15 ML YUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","31,48 %","27,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,33,,,000005419,33049990,,,,,99,,99
002127,PAPEL VERGE 120G A4 CORES C/50 FLS OFF PAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000003337,48025710,,,,99,99,99,99
002128,TNT BRANCO 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005835,56031290,,,,99,99,99,99
002129,LANTERNA METAL LED GP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,85,,,,85131010,,,,,99,,99
002130,TNT AMARELO 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005836,56031290,,,,99,99,99,99
002131,QUADRO CORTIÇA ALUM. 200X120 CM CORTIARTE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","5,60 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,500,03,53,00,96,,,,96100000,,,,,99,,99
002132,TESOURA ESCOLAR CORES VARIADAS MAKE +,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,82,,,,82130000,,,,,99,,99
002133,DIARIO EDUCACAO FISICA DIMESC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,49,,,,49019900,,,,,99,,99
002134,TNT VERMELHO 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005837,56031290,,,,99,99,99,99
002135,TNT ROSA 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005838,56031290,,,,99,99,99,99
002136,COLCHETE LATONADO N° 04 C/72 UNID. CHAPARRAU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,000004064,83051000,,,,,99,,99
002137,GRAMPO P/ GRAMPEADOR 26/6 C/5.000 COB. BRW,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83052000,,,,,99,,99
002138,TNT LILAS 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005839,56031290,,,,99,99,99,99
002139,TNT AZUL ROYAL 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005840,56031290,,,,99,99,99,99
002140,TNT AZUL CLARO 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005841,56031290,,,,99,99,99,99
002141,TNT VERDE CLARO 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005842,56031290,,,,99,99,99,99
002142,TNT VERDE BANDEIRA 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005843,56031290,,,,99,99,99,99
002143,PAPEL VERGE BRANCO 120G FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48025899,,,,99,99,99,99
002144,TNT MARROM 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005844,56031290,,,,99,99,99,99
002145,PASTA REGIST. AZ OFICIO LE FRAMA MASTER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","0,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,30,,,,30051090,,,,,99,,99
002146,PASTA REGIST. AZ OFICIO LL FRAMA MASTER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","0,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,30,,,,30051090,,,,,99,,99
002147,TNT PRETO 140 CM DUBFLEX,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000005845,56031290,,,,99,99,99,99
002148,EVA TAM 40X60 CM AZUL CLARO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005848,64062000,,,,,99,,99
002149,LAPIS COR REDONDO C/12 CORES LABRA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000002883,96091000,,,,99,99,99,99
002150,LAPIS COR REDONDO C/24 CORES LABRA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,,96091000,,,,99,99,99,99
002151,EVA TAM 40X60 CM PRETO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005846,64062000,,,,,99,,99
002152,RIBBON CERA 110 MM X 300 M AZSO INTERNO FACISLITO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,90 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,96,,,000003227,96121019,,,,,99,,99
002153,TINTA P/ CARIMBO COR AZ RADEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000004297,32159000,,,,,99,,99
002154,TINTA P/ CARIMBO COR PR RADEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000002892,32151100,,,,,99,,99
002155,TINTA P/ CARIMBO COR VM RADEX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,102,03,53,00,32,,,000005559,32159000,,,,,99,,99
002156,REGUA PLASTICA 30 CM ACRINIL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,90,,,000003692,90172000,,,,,99,,99
002157,EVA TAM 40X60 CM BRANCO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005847,64062000,,,,,99,,99
002158,EVA TAM 40X60 CM AZUL ESCURO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005849,64062000,,,,,99,,99
002159,ETIQUETA ADES. C/ 500FLS FORM. 107X48MM 1C POLIFIX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,48,,,000005558,48219000,,,,,99,,99
002160,EVA TAM 40X60 CM VERMELHO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005850,64062000,,,,,99,,99
002161,EVA TAM 40X60 CM LILAS BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005851,64062000,,,,,99,,99
002162,EVA TAM 40X60 CM VERDE BANDEIRA BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005852,64062000,,,,,99,,99
002163,GRAMPEADOR ALICATE P/45 FLS MAPED EXPERT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,041,102,03,53,00,84,,,,84729040,,,,,99,,99
002164,EVA TAM 40X60 CM AMARELO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005853,64062000,,,,,99,,99
002165,EVA TAM 40X60 CM ROSA BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005854,64062000,,,,,99,,99
002166,EVA TAM 40X60 CM SALMAO BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005855,64062000,,,,,99,,99
002167,EVA TAM 40X60 CM LARNJA BOTO,03/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,64,,,000005856,64062000,,,,,99,,99
002168,PASTA POLIONDA A/E CORES 55 MM ALAPLAST,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,42,,,000004624,42021210,,,,,99,,99
002169,CANETA IDENTI PEN SAKURA AZUL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,96,,,,96082000,,,,,99,,99
002170,CANETA IDENTI PEN SAKURA PRETO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,96,,,,96082000,,,,,99,,99
002171,CANETA IDENTI PEN SAKURA VERMELHO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,96,,,,96082000,,,,,99,,99
002172,POLIDOR DE METAIS FRS. C/ 200 ML SILVO,06/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,,34059000,,,,99,99,99,99
002173,"GRAMPEADOR 11,8 CM P/12 FLS C/EXTRATOR EAGLE 205R",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,84,,,000003240,84729040,,,,,99,,99
002174,CART DE TONER TN3442/850 ECOLOGIC,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,54 %","7,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,84,,,000005858,84439933,,,,99,99,99,99
002175,PAPELEIRA ACRILICA 02 ANDARES NOVACRIL,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000005865,39261000,,,,,99,,99
002176,PAPELEIRA ACRILICA 03 ANDARES NOVACRIL,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000005864,39261000,,,,,99,,99
002177,APONTADOR C/ DEPOSITO PLASTICO ADECK,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,82,,,,82141000,,,,99,99,99,99
002178,PAPELEIRA ACRILICA SIMPLES NOVACRIL,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000005863,39261000,,,,,99,,99
002179,CONJUNTO TRIPLO ACRILICO NOVACRIL,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,,39261000,,,,,99,,99
002180,PAPEL SULFITE A1 841x594 MM 75G SUZANO,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48025592,,,,,99,,99
002181,SACO PLASTICO TRANSP 4x25 CM HIPERROL,09/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,,39232110,,,,99,99,99,99
002182,SUPORTE P/ MONITOR BLACK PIANO 2 GAVETAS SOUZA,12/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","5,54 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,500,03,53,00,94,,,000005889,94033000,,,,,99,,99
002183,PINCEL ATOMICO P. REDONDA PR COMPACTOR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,90 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,96,,,000003845,96082000,,,,,99,,99
002184,BORRACHA VERDE ZAP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000004935,40169200,,,,99,99,99,99
002185,PASTA DOSSIE/TELEX MAXPLASTICOS,12/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,42,,,000005893,42021210,,,,99,99,99,99
002186,PAPEL VERGE 180G TAM. A4 C/50 FLS AZUL FILIPAPER,13/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005890,48025810,,,,99,99,99,99
002187,PAPEL VERGE 180G TAM. A4 C/50 FLS VERDE FILIPAPER,13/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005891,48025810,,,,99,99,99,99
002188,CARIMBO AUTOMATICO NIKON,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,96,,,,96110000,,,,,99,,99
002189,PAPEL VERGE 180G TAM. A4 C/50 FLS SALMAO FILIPAPE,13/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005892,48025810,,,,99,99,99,99
002190,ENVELOPE KRAFT 229X324 MM FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000002583,48171000,,,,,99,,99
002191,DESENTUPIDOR VASO DISTAK,13/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,,96039000,,,,99,99,99,99
002192,PALITO DE CHURRASCO C/50 ESTILUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","5,60 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,21,,,000003996,44219100,,,,,99,,99
002193,TABUADA FORMATO 16 6FLS TAMOIO,13/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005901,48202000,,,,99,99,99,99
002194,RODO DUPLO PLASTICO 40 CM,13/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,,96031000,,,,99,99,99,99
002195,PEN DRIVE 16GB 3.0 MULTILASER,16/12/2019,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,85,,,,85235190,,,,,99,,99
